warm,따뜻함,"rgb(203, 129, 111)","rgb(154, 137, 137)","rgb(255, 217, 84)","rgb(234, 196, 122)","rgb(251, 180, 113)","rgb(252, 177, 22)","rgb(255, 239, 163)"
cool,차가움,"rgb(77, 118, 168)","rgb(29, 108, 152)","rgb(65, 110, 181)","rgb(57, 68, 155)","rgb(66, 76, 111)","rgb(22, 110, 129)"
heavy,무거움,"rgb(59, 27, 42)","rgb(18, 53, 89)","rgb(21, 26, 30)","rgb(82, 78, 100)","rgb(3, 71, 87)"
light,가벼움,"rgb(194, 226, 240)","rgb(177, 218, 222)","rgb(175, 223, 221)","rgb(190, 218, 229)","rgb(242, 243, 177)"
modern,모던함,"rgb(65, 65, 67)","rgb(40, 60, 67)","rgb(18, 9, 8)","rgb(64, 105, 107)","rgb(82, 78, 100)","rgb(255, 255, 255)","rgb(0, 0, 0)","rgb(165, 167, 155)","rgb(106, 95, 133)"
classical,클래식함,"rgb(229, 182, 98)","rgb(190, 142, 99)","rgb(242, 173, 69)","rgb(251, 182, 48)","rgb(220, 122, 66)"
clean,깨끗함,"rgb(122, 196, 173)","rgb(203, 211, 218)","rgb(194, 226, 240)","rgb(60, 198, 243)","rgb(158, 219, 226)","rgb(182, 221, 224)"
dirty,더러움,"rgb(44, 13, 53)","rgb(82, 94, 117)","rgb(104, 100, 120)","rgb(96, 112, 120)","rgb(54, 49, 24)"
activate,활동적임,"rgb(255, 217, 84)","rgb(242, 221, 104)","rgb(19, 90, 170)","rgb(214, 90, 79)"
passive,수동적임,"rgb(137, 184, 205)","rgb(167, 193, 204)","rgb(155, 142, 149)"
hard,딱딱함,"rgb(19, 87, 105)","rgb(37, 38, 33)","rgb(20, 39, 76)","rgb(37, 63, 88)","rgb(12, 39, 55)"
soft,부드러움,"rgb(208, 235, 224)","rgb(210, 221, 222)","rgb(203, 211, 218)","rgb(140, 166, 178)","rgb(218, 207, 231)","rgb(169, 187, 186)","rgb(211, 198, 223)","rgb(245, 227, 212)"
tense,긴장있음,"rgb(227, 166, 164)","rgb(20, 180, 176)","rgb(85, 128, 161)","rgb(242, 221, 104)"
relaxed,긴장풀림,"rgb(183, 132, 56)","rgb(234, 215, 189)","rgb(228, 219, 206)"
fresh,신선함,"rgb(208, 235, 224)","rgb(122, 196, 173)","rgb(137, 184, 205)","rgb(20, 180, 176)","rgb(203, 211, 218)","rgb(19, 90, 170)","rgb(12, 166, 75)"
stale,오래됨,"rgb(193, 137, 63)","rgb(101, 49, 44)","rgb(175, 136, 114)"
masculine,남성적,"rgb(36, 41, 64)","rgb(83, 94, 86)","rgb(107, 131, 139)","rgb(127, 115, 105)","rgb(3, 71, 87)","rgb(41, 97, 119)","rgb(25, 27, 70)"
feminine,여성적,"rgb(251, 194, 195)","rgb(243, 118, 115)","rgb(230, 34, 39)","rgb(251, 211, 208)","rgb(244, 144, 158)","rgb(246, 162, 135)","rgb(237, 26, 106)"
like,선호
dislike,비선호